,A51-WF01.FC01,A56-FN02.SC01,A56-SR01.SC01,A56-HS01.PZ13,A56-HS01.PZ24,A56-WI01.FC01,A56-HG01.XC01,A56-DA01.ZC01,A56-DA02.ZC01,A56-DA03.ZC01,A56-DA04.ZC01,A56-MD01.SC01
0,0.1779409467270739,0.1874707077019215,0.8418997031713795,0.1610685830339009,0.2538665833463521,0.9998437744102484,0.5322605842837057,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8667395719418841
1,0.1782533979065771,0.1874707077019215,0.8418997031713795,0.1495078893922824,0.2487111388845493,0.7492579284486799,0.536478675206999,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.7437900328073739
2,0.1782533979065771,0.1874707077019215,0.8418997031713795,0.1495078893922824,0.2487111388845493,0.7492579284486799,0.536478675206999,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.7437900328073739
3,0.1823152632401187,0.1874707077019215,0.8418997031713795,0.2555850648336197,0.2487111388845493,0.9998437744102484,0.5369473519762537,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.6859865645992813
4,0.1840337447273863,0.1874707077019215,0.8957975316356819,0.3540071863771286,0.2974535228870489,0.7492579284486799,0.5342915169504766,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8483049523511951
5,0.1840337447273863,0.1874707077019215,0.8957975316356819,0.3540071863771286,0.2974535228870489,0.7492579284486799,0.5342915169504766,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8483049523511951
6,0.1718481487267614,0.1874707077019215,0.8418997031713795,0.3302608967348852,0.0693641618497109,0.9998437744102484,0.5314794563349478,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8483049523511951
7,0.0863927511326355,0.1874707077019215,0.7669114200906109,0.3068270582721449,0.1741915325730354,0.9998437744102484,0.532573035463209,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8779878144039994
8,0.0863927511326355,0.1874707077019215,0.7669114200906109,0.3068270582721449,0.1741915325730354,0.9998437744102484,0.532573035463209,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8779878144039994
9,0.0329635994375878,0.1874707077019215,0.8957975316356819,0.3527573816591157,0.194344633650992,0.7492579284486799,0.5331979378222154,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8779878144039994
10,0.0217153569754725,0.1874707077019215,0.8957975316356819,0.3476019371973129,0.2974535228870489,0.9998437744102484,0.5361662240274957,0.8433057334791438,0.8436181846586471,0.8523668176847368,0.2407436338072176,0.7945633494766443
11,0.0307764411810654,0.1874707077019215,0.7669114200906109,0.2702702702702703,0.4385252304327449,0.9998437744102484,0.5371035775660054,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.8584596156850492
12,0.0217153569754725,0.1874707077019215,0.8957975316356819,0.3476019371973129,0.2974535228870489,0.9998437744102484,0.5361662240274957,0.8433057334791438,0.8436181846586471,0.8523668176847368,0.2407436338072176,0.7945633494766443
13,0.0598344008748633,0.1874707077019215,0.7669114200906109,0.2744883611935635,0.222152788626777,0.9998437744102484,0.5350726448992345,0.8433057334791438,0.8436181846586471,0.8523668176847368,0.2407436338072176,0.6713013591626308
14,0.0453054210279643,0.1874707077019215,0.8957975316356819,0.2338697078581471,0.3005780346820809,0.9998437744102484,0.5367911263865021,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.7437900328073739
15,0.0453054210279643,0.1874707077019215,0.8957975316356819,0.2338697078581471,0.3005780346820809,0.9998437744102484,0.5367911263865021,0.8433057334791438,0.8231526324011873,0.8523668176847368,0.2407436338072176,0.7437900328073739
