,A59-PP01.PZ01,PSC1-1P01.JZ01,PSC1-1P01.JZ02,PSC1-1P01.JZ03
0,0.4514919543821278,0.3724418059678175,0.2924543040149976,0.2935478831432588
1,0.3707233244805499,0.3691610685830339,0.2912044992969848,0.2924543040149976
2,0.3707233244805499,0.3691610685830339,0.2912044992969848,0.2924543040149976
3,0.2591782533979065,0.3597875331979378,0.288392438681456,0.289173566630214
4,0.313857209810967,0.2880799875019528,0.2368379940634276,0.2371504452429308
5,0.313857209810967,0.2880799875019528,0.2368379940634276,0.2371504452429308
6,0.2271520074988283,0.2663646305264802,0.1784096234963287,0.1832526167786283
7,0.2391813779097016,0.2607405092954226,0.1687236369317294,0.1777847211373223
8,0.2391813779097016,0.2607405092954226,0.1687236369317294,0.1777847211373223
9,0.3213560381190439,0.2602718325261678,0.1677862833932198,0.175910014060303
10,0.2423058897047336,0.2518356506795813,0.1546633338540853,0.1638806436494297
11,0.4453991563818153,0.2488673644743008,0.1513825964693016,0.1624746133416653
12,0.2423058897047336,0.2518356506795813,0.1546633338540853,0.1638806436494297
13,0.4072801124824246,0.2588658022184034,0.1638806436494297,0.1740353069832838
14,0.3979065770973285,0.2527730042180909,0.1540384314950789,0.1635681924699265
15,0.3979065770973285,0.2527730042180909,0.1540384314950789,0.1635681924699265
16,0.333854085299172,0.2235588189345414,0.1260740509295422,0.1237306670832682
17,0.2769879706295891,0.2255897516013122,0.1285736603655679,0.1284174347758163
18,0.2769879706295891,0.2255897516013122,0.1285736603655679,0.1284174347758163
19,0.1765349164193095,0.2307451960631151,0.1327917512888611,0.1357600374941415
20,0.3413529136072488,0.2294953913451023,0.1313857209810967,0.1338853304171223
21,0.3413529136072488,0.2294953913451023,0.1313857209810967,0.1338853304171223
22,0.3230745196063115,0.2274644586783315,0.1291985627245742,0.1315419465708483
23,0.5780346820809249,0.2279331354475863,0.1304483674425871,0.1321668489298547
24,0.5132010623340103,0.235900640524918,0.1381034213404155,0.145758475238244
25,0.5132010623340103,0.235900640524918,0.1381034213404155,0.145758475238244
26,0.6534916419309483,0.2369942196531791,0.1377909701609123,0.1454460240587408
27,0.4119668801749727,0.2266833307295735,0.1299796906733323,0.1318543977503515
28,0.4119668801749727,0.2266833307295735,0.1299796906733323,0.1318543977503515
29,0.5750663958756445,0.213560381190439,0.1176378690829557,0.1140446805186689
30,0.7358225277300422,0.2344946102171535,0.1363849398531479,0.1412279331354475
31,0.7358225277300422,0.2344946102171535,0.1363849398531479,0.1412279331354475
32,0.7834713326042806,0.2427745664739884,0.1437275425714732,0.1518512732385565
33,0.6839556319325105,0.2329323543196375,0.1349789095453835,0.1370098422121543
34,0.6839556319325105,0.2329323543196375,0.1349789095453835,0.1370098422121543
35,0.7998750195281987,0.2512107483205749,0.1534135291360724,0.1623183877519137
36,0.7744102483986877,0.3811904389939072,0.2949539134510233,0.2972972972972973
37,0.7744102483986877,0.3811904389939072,0.2949539134510233,0.2972972972972973
38,0.7261365411654429,0.3852523043274488,0.2979221996563037,0.303702546477113
39,0.6374004061865333,0.3733791595063271,0.2927667551945008,0.293860334322762
40,0.6374004061865333,0.3733791595063271,0.2927667551945008,0.293860334322762
41,0.6130292141852836,0.3727542571473207,0.2916731760662396,0.2930792063740041
42,0.7120762380877987,0.3850960787376972,0.2976097484768005,0.3032338697078581
43,0.7120762380877987,0.3850960787376972,0.2976097484768005,0.3032338697078581
44,0.7189501640368693,0.3927511326355257,0.3005780346820809,0.3105764724261834
45,0.5933447898765817,0.3805655366349008,0.2940165599125137,0.2966723949382908
46,0.5933447898765817,0.3805655366349008,0.2940165599125137,0.2966723949382908
47,0.4485236681768473,0.3772847992501171,0.2932354319637557,0.2929229807842524
48,0.3104202468364318,0.3802530854553976,0.2943290110920168,0.2944852366817685
49,0.3104202468364318,0.3802530854553976,0.2943290110920168,0.2944852366817685
50,0.2710513982190283,0.3780659271988751,0.2937041087330104,0.2932354319637557
51,0.2076238087798781,0.3504139978128417,0.2846430245274176,0.2832369942196532
52,0.2076238087798781,0.3504139978128417,0.2846430245274176,0.2832369942196532
53,0.0434307139509451,0.2666770817059834,0.1807530073426027,0.1768473675988127
54,0.0515544446180284,0.2557412904233713,0.1612248086236525,0.1571629432901109
55,0.0515544446180284,0.2557412904233713,0.1612248086236525,0.1571629432901109
56,0.125761599750039,0.2554288392438681,0.1585689735978753,0.1552882362130917
57,0.0668645524136853,0.2487111388845493,0.1518512732385565,0.1495078893922824
58,0.0668645524136853,0.2487111388845493,0.1518512732385565,0.1495078893922824
59,0.1866895797531635,0.2535541321668489,0.1632557412904233,0.1521637244180596
60,0.2629276675519449,0.2587095766286517,0.1960631151382596,0.1771598187783158
61,0.2629276675519449,0.2587095766286517,0.1960631151382596,0.1771598187783158
62,0.4966411498203406,0.2604280581159194,0.2019996875488205,0.1801281049835963
63,0.1857522262146539,0.2544914857053585,0.1845024214966411,0.1709107951882518
64,0.1857522262146539,0.2544914857053585,0.1845024214966411,0.1709107951882518
65,0.0546789564130604,0.2402749570379628,0.1630995157006717,0.152007498828308
66,0.1187314482112169,0.2323074519606311,0.1502890173410404,0.1424777378534603
67,0.1187314482112169,0.2323074519606311,0.1502890173410404,0.1424777378534603
68,0.1151382596469301,0.2312138728323699,0.1487267614435244,0.1406030307764411
69,0.0378065927198875,0.2310576472426183,0.1491954382127792,0.1415403843149507
70,0.0378065927198875,0.2310576472426183,0.1491954382127792,0.1415403843149507
71,0.079518825183565,0.2316825496016247,0.148882987033276,0.1404468051866896
72,0.2719887517575379,0.222152788626777,0.1421652866739572,0.1312294953913451
73,0.2719887517575379,0.222152788626777,0.1421652866739572,0.1312294953913451
74,0.4875800656147477,0.2218403374472738,0.1416966099047024,0.1256053741602874
75,0.2438681456022496,0.2288704889860959,0.1459147008279956,0.1335728792376191
76,0.2438681456022496,0.2288704889860959,0.1459147008279956,0.1335728792376191
77,0.0703015153882205,0.1937197312919856,0.1221684111857522,0.1020153101077956
78,0.0488986095922512,0.2194969536009998,0.1388845492891735,0.1212310576472426
79,0.0703015153882205,0.1937197312919856,0.1221684111857522,0.1020153101077956
80,0.174347758162787,0.197469145446024,0.1227933135447586,0.1056084986720824
81,0.1199812529292298,0.1946570848304952,0.1190438993907202,0.102640212466802
82,0.1199812529292298,0.1946570848304952,0.1190438993907202,0.102640212466802
83,0.2149664114982034,0.1776284955475706,0.1070145289798469,0.0960787376972348
84,0.3702546477112951,0.0220278081549757,0.007030151538822,0.005467895641306
85,0.3702546477112951,0.0220278081549757,0.007030151538822,0.005467895641306
86,0.595219496953601,0.0248398687705046,0.0087486330260896,0.0059365724105608
87,0.5182002812060615,0.0393688486174035,0.0137478518981409,0.0107795656928604
88,0.5182002812060615,0.0393688486174035,0.0137478518981409,0.0107795656928604
89,0.2048117481643493,0.034838306514607,0.0118731448211217,0.010154663333854
90,0.0428058115919387,0.0178097172316825,0.0053116700515544,0.0045305421027964
91,0.0428058115919387,0.0178097172316825,0.0053116700515544,0.0045305421027964
92,0.0865489767223871,0.0146852054366505,0.00390563974379,0.0035931885642868
93,0.2438681456022496,0.0251523199500078,0.0095297609748476,0.0065614747695672
94,0.2438681456022496,0.0251523199500078,0.0095297609748476,0.0065614747695672
95,0.4524293079206374,0.0189032963599437,0.0056241212310576,0.0051554444618028
96,0.610060927980003,0.0240587408217466,0.0090610842055928,0.00781127948758
97,0.610060927980003,0.0240587408217466,0.0090610842055928,0.00781127948758
98,0.7075456959850024,0.0217153569754725,0.00781127948758,0.0096859865645992
99,0.5667864396188096,0.0204655522574597,0.0074988283080768,0.0087486330260896
100,0.4630526480237463,0.0126542727698797,0.0037494141540384,0.004686767692548
101,0.5667864396188096,0.0204655522574597,0.0074988283080768,0.0087486330260896
102,0.6589595375722543,0.0187470707701921,0.0064052491798156,0.0081237306670832
103,0.6589595375722543,0.0187470707701921,0.0064052491798156,0.0081237306670832
104,0.4530542102796438,0.3216684892985471,0.2847992501171691,0.2897984689892204
105,0.6634900796750508,0.414154038431495,0.3551007655053897,0.365567880018747
106,0.6634900796750508,0.414154038431495,0.3551007655053897,0.365567880018747
107,0.2969848461177941,0.241368536166224,0.1646617715981878,0.1868458053429151
108,0.1266989532885486,0.0673332291829401,0.0407748789251679,0.0376503671301359
109,0.1266989532885486,0.0673332291829401,0.0407748789251679,0.0376503671301359
110,0.0718637712857366,0.073269801593501,0.0456178722074675,0.0421809092329323
111,0.0792063740040618,0.05561630995157,0.0271832526167786,0.0274957037962818
112,0.0792063740040618,0.05561630995157,0.0271832526167786,0.0274957037962818
113,0.0635838150289017,0.0432744883611935,0.0181221684111857,0.0174972660521793
114,0.1371660678019059,0.2641774722699578,0.2124668020621777,0.2160599906264646
115,0.1371660678019059,0.2641774722699578,0.2124668020621777,0.2160599906264646
116,0.1607561318543977,0.353069832838619,0.2888611154507108,0.2918294016559912
117,0.2355881893454147,0.3526011560693641,0.2893297922199656,0.2916731760662396
118,0.2355881893454147,0.3526011560693641,0.2893297922199656,0.2916731760662396
119,0.0626464614903921,0.3443211998125293,0.2880799875019528,0.289954694578972
120,0.0451491954382127,0.3251054522730823,0.2843305733479144,0.2862052804249336
121,0.0451491954382127,0.3251054522730823,0.2843305733479144,0.2862052804249336
122,0.030151538822059,0.3224496172473051,0.2833932198094048,0.2857366036556788
123,0.0318700203093266,0.3137009842212154,0.2799562568348696,0.2843305733479144
124,0.0318700203093266,0.3137009842212154,0.2799562568348696,0.2843305733479144
125,0.0360881112326199,0.3197937822215279,0.2832369942196532,0.2855803780659272
126,0.032494922668333,0.3187002030932666,0.2827683174503984,0.2854241524761756
127,0.032494922668333,0.3187002030932666,0.2827683174503984,0.2854241524761756
128,0.0624902359006405,0.329948445555382,0.285267926886424,0.287611310732698
129,0.1031088892360568,0.3469770348383065,0.2887048898609592,0.2902671457584752
130,0.1031088892360568,0.3469770348383065,0.2887048898609592,0.2902671457584752
131,0.033276050617091,0.336978597094204,0.2866739571941884,0.2888611154507108
132,0.0459303233869707,0.3038587720668645,0.2751132635525699,0.2794875800656147
133,0.0459303233869707,0.3038587720668645,0.2751132635525699,0.2794875800656147
134,0.0392126230276519,0.2435556944227464,0.1701296672394938,0.1821590376503671
135,0.0412435556944227,0.2332448054991407,0.1529448523668176,0.1685674113419778
136,0.0412435556944227,0.2332448054991407,0.1529448523668176,0.1685674113419778
137,0.0585845961568504,0.2273082330885799,0.1468520543665052,0.1609123574441493
138,0.05561630995157,0.219028276831745,0.1391970004686767,0.1534135291360724
139,0.05561630995157,0.219028276831745,0.1391970004686767,0.1534135291360724
140,0.0506170910795188,0.2249648492423059,0.141852835494454,0.1581002968286205
141,0.121855960006249,0.2291829401655991,0.1452897984689892,0.1645055460084361
142,0.121855960006249,0.2291829401655991,0.1452897984689892,0.1645055460084361
143,0.1142009061084205,0.2260584283705671,0.1427901890329636,0.1615372598031557
144,0.0621777847211373,0.2152788626777066,0.1341977815966255,0.1498203405717856
145,0.0621777847211373,0.2152788626777066,0.1341977815966255,0.1498203405717856
146,0.1482580846742696,0.2057491017028589,0.127323855647555,0.1407592563661927
147,0.2785502265271051,0.2079362599593813,0.1296672394938291,0.1431026402124668
148,0.2785502265271051,0.2079362599593813,0.1296672394938291,0.1431026402124668
149,0.5071082643336978,0.2137166067801905,0.1334166536478675,0.1390407748789251
150,0.6178722074675831,0.2365255428839243,0.1573191688798625,0.1652866739571941
151,0.6178722074675831,0.2365255428839243,0.1573191688798625,0.1652866739571941
152,0.592094985158569,0.2341821590376503,0.1552882362130917,0.1646617715981878
153,0.538822059053273,0.2318387751913763,0.1515388220590532,0.1630995157006717
154,0.4497734728948602,0.2315263240118731,0.1506014685205436,0.1585689735978753
155,0.4497734728948602,0.2315263240118731,0.1506014685205436,0.1585689735978753
156,0.658334635213248,0.2374628964224339,0.1587251991876269,0.1687236369317294
157,0.8012810498359632,0.2473051085767848,0.1741915325730354,0.1815341352913607
158,0.8012810498359632,0.2473051085767848,0.1741915325730354,0.1815341352913607
159,0.8154975785033588,0.2510545227308233,0.1815341352913607,0.1779409467270739
160,0.6994219653179191,0.2224652398062802,0.1448211216997344,0.1452897984689892
161,0.6994219653179191,0.2224652398062802,0.1448211216997344,0.1452897984689892
162,0.6927042649586003,0.1993438525230432,0.1277925324168098,0.1159193875956881
163,0.833463521324793,0.2098109670364005,0.1359162630838931,0.1268551788783002
164,0.833463521324793,0.2098109670364005,0.1359162630838931,0.1268551788783002
165,0.7933135447586315,0.2123105764724261,0.1373222933916575,0.1315419465708483
166,0.7203561943446336,0.2032494922668333,0.1323230745196063,0.1206061552882362
167,0.7203561943446336,0.2032494922668333,0.1323230745196063,0.1206061552882362
168,0.7883143258865802,0.1955944383690048,0.1262302765192938,0.1145133572879237
169,0.6816122480862365,0.1885642868301827,0.1224808623652554,0.1090454616466177
170,0.6816122480862365,0.1885642868301827,0.1224808623652554,0.1090454616466177
171,0.6277144196219341,0.1710670207780034,0.1101390407748789,0.0957662865177316
172,0.7403530698328387,0.1587251991876269,0.1001406030307764,0.0854553975941259
173,0.7403530698328387,0.1587251991876269,0.1001406030307764,0.0854553975941259
174,0.8276831745039838,0.1779409467270739,0.1129511013904077,0.1006092798000312
175,0.7089517262927667,0.1613810342134041,0.1040462427745664,0.0893610373379159
176,0.7089517262927667,0.1613810342134041,0.1040462427745664,0.0893610373379159
177,0.6873925949070457,0.1576316200593657,0.1004530542102796,0.0845180440556163
178,0.4186845805342915,0.2651148258084674,0.2144977347289486,0.2024683643180753
179,0.4186845805342915,0.2651148258084674,0.2144977347289486,0.2024683643180753
180,0.4574285267926886,0.3491641930948289,0.2890173410404624,0.2887048898609592
181,0.3765036713013591,0.3415091391970005,0.287611310732698,0.28683018278394
182,0.3765036713013591,0.3415091391970005,0.287611310732698,0.28683018278394
183,0.3174503983752538,0.3311982502733948,0.2865177316044368,0.2847992501171691
184,0.4630526480237463,0.3294797687861271,0.2863615060146852,0.2851117012966724
185,0.4630526480237463,0.3294797687861271,0.2863615060146852,0.2851117012966724
186,0.4352444930479612,0.3404155600687392,0.2872988595531948,0.2890173410404624
187,0.333854085299172,0.3372910482737072,0.2871426339634432,0.2885486642712076
188,0.333854085299172,0.3372910482737072,0.2871426339634432,0.2885486642712076
189,0.3925949070457741,0.3422902671457585,0.2882362130917044,0.2893297922199656
190,0.1977815966255272,0.3276050617091079,0.2860490548351819,0.2871426339634432
191,0.1977815966255272,0.3276050617091079,0.2860490548351819,0.2871426339634432
192,0.1840337447273863,0.3165130448367443,0.2830807686299015,0.283705670988908
193,0.3547883143258866,0.3077644118106545,0.2774566473988439,0.2815185127323855
194,0.3547883143258866,0.3077644118106545,0.2774566473988439,0.2815185127323855
195,0.3093266677081706,0.2394938290892048,0.167317606623965,0.1755975628807998
196,0.2680831120137478,0.2234025933447898,0.1462271520074988,0.1557569129823465
197,0.2680831120137478,0.2234025933447898,0.1462271520074988,0.1557569129823465
198,0.2394938290892048,0.2107483205749101,0.1435713169817216,0.1582565224183721
199,0.2604280581159194,0.1891891891891892,0.1395094516481799,0.1540384314950789
200,0.2604280581159194,0.1891891891891892,0.1395094516481799,0.1540384314950789
201,0.2871426339634432,0.1810654585221059,0.1335728792376191,0.1460709264177472
202,0.3019840649898453,0.1599750039056397,0.120293704108733,0.1232619903140134
203,0.3019840649898453,0.1599750039056397,0.120293704108733,0.1232619903140134
204,0.2698015935010154,0.1707545695985002,0.1271676300578034,0.1359162630838931
205,0.3427589439150132,0.172785502265271,0.1276363068270582,0.1373222933916575
206,0.3427589439150132,0.172785502265271,0.1276363068270582,0.1373222933916575
207,0.3057334791438837,0.152788626777066,0.1138884549289173,0.1181065458522105
208,0.5255428839243869,0.1515388220590532,0.1142009061084205,0.1177940946727073
209,0.5255428839243869,0.1515388220590532,0.1142009061084205,0.1177940946727073
210,0.3677550382752695,0.1621621621621621,0.1187314482112169,0.124199343852523
211,0.3822840181221684,0.1554444618028433,0.1146695828776753,0.1187314482112169
212,0.3822840181221684,0.1554444618028433,0.1146695828776753,0.1187314482112169
213,0.4296203718169036,0.1610685830339009,0.1124824246211529,0.1229495391345102
214,0.4296203718169036,0.1445086705202312,0.0915481955944383,0.1154507108264333
215,0.4296203718169036,0.1445086705202312,0.0915481955944383,0.1154507108264333
216,0.5780346820809249,0.1577878456491173,0.0976409935947508,0.1221684111857522
217,0.7319168879862521,0.170442118418997,0.1088892360568661,0.1362287142633963
218,0.7319168879862521,0.170442118418997,0.1088892360568661,0.1362287142633963
219,0.7494141540384315,0.1412279331354475,0.0906108420559287,0.1137322293391657
220,0.755506952038744,0.1668489298547102,0.1062334010310888,0.1331042024683643
221,0.7494141540384315,0.1412279331354475,0.0906108420559287,0.1137322293391657
222,0.5664739884393064,0.1390407748789251,0.0895172629276675,0.1134197781596625
223,0.57366036556788,0.1407592563661927,0.0893610373379159,0.1132635525699109
224,0.57366036556788,0.1407592563661927,0.0893610373379159,0.1132635525699109
225,0.4550851429464146,0.1232619903140134,0.0835806905171067,0.104983596313076
226,0.3844711763786908,0.0962349632869864,0.071707545695985,0.0870176534916419
227,0.3844711763786908,0.0962349632869864,0.071707545695985,0.0870176534916419
228,0.336197469145446,0.0912357444149351,0.0656147476956725,0.080299953132323
229,0.3305733479143883,0.0932666770817059,0.0687392594907045,0.0829557881581003
230,0.3305733479143883,0.0932666770817059,0.0687392594907045,0.0829557881581003
231,0.3460396812997969,0.0938915794407123,0.0688954850804561,0.0840493672863615
232,0.377753476019372,0.081862209029839,0.0590532729261052,0.0726448992344946
233,0.3352601156069364,0.0742071551320106,0.0535853772847992,0.0782690204655522
234,0.3352601156069364,0.0742071551320106,0.0535853772847992,0.0782690204655522
235,0.1721605999062646,0.072488673644743,0.05171067020778,0.0831120137478519
236,0.2105920949851585,0.0817059834400874,0.0588970473363536,0.0882674582096547
237,0.2105920949851585,0.0817059834400874,0.0588970473363536,0.0882674582096547
238,0.2693329167317606,0.0871738790813935,0.0631151382596469,0.0913919700046867
239,0.4041556006873926,0.082643336978597,0.0595219496953601,0.0834244649273551
240,0.4041556006873926,0.082643336978597,0.0595219496953601,0.0834244649273551
241,0.4379003280737384,0.076394313388533,0.054054054054054,0.076394313388533
242,0.4166536478675207,0.0753007342602718,0.0545227308233088,0.0760818622090298
243,0.4379003280737384,0.076394313388533,0.054054054054054,0.076394313388533
244,0.4354007186377128,0.0767067645680362,0.0549914075925636,0.0768629901577878
245,0.1142009061084205,0.05171067020778,0.0359318856428683,0.0615528823621309
246,0.1142009061084205,0.05171067020778,0.0359318856428683,0.0615528823621309
247,0.1077956569286049,0.0371816903608811,0.0179659428214341,0.0457740977972191
248,0.2910482737072332,0.052491798156538,0.0364005624121231,0.0624902359006405
249,0.2910482737072332,0.052491798156538,0.0364005624121231,0.0624902359006405
250,0.1341977815966255,0.0549914075925636,0.0378065927198875,0.0588970473363536
251,0.1901265427276988,0.0398375253866583,0.0203093266677081,0.0415560068739259
252,0.1901265427276988,0.0398375253866583,0.0203093266677081,0.0415560068739259
253,0.3652554288392439,0.0482737072332448,0.030932666770817,0.0498359631307608
254,0.4978909545383533,0.1787220746758319,0.1127948758006561,0.1504452429307921
255,0.4978909545383533,0.1787220746758319,0.1127948758006561,0.1504452429307921
256,0.3166692704264958,0.2904233713482268,0.269176691142009,0.284486798937666
257,0.0973285424152476,0.2793313544758631,0.2535541321668489,0.2754257147320731
258,0.0973285424152476,0.2793313544758631,0.2535541321668489,0.2754257147320731
259,0.1020153101077956,0.2830807686299015,0.2616778628339322,0.2782377753476019
260,0.2369942196531791,0.3021402905795969,0.2754257147320731,0.2835494453991563
261,0.2369942196531791,0.3021402905795969,0.2754257147320731,0.2835494453991563
262,0.2334010310888923,0.3055772535541321,0.2762068426808311,0.2846430245274176
263,0.3924386814560225,0.2790189032963599,0.2515231995000781,0.2674582096547414
264,0.3924386814560225,0.2790189032963599,0.2515231995000781,0.2674582096547414
265,0.42633963443212,0.2752694891423215,0.2401187314482112,0.2580846742696454
266,0.413372910482737,0.2771441962193406,0.2482424621152945,0.2649586002187158
267,0.413372910482737,0.2771441962193406,0.2482424621152945,0.2649586002187158
268,0.5795969379784409,0.2808936103733792,0.2607405092954226,0.2710513982190283
269,0.4561787220746758,0.2826120918606468,0.2604280581159194,0.2716763005780346
270,0.4561787220746758,0.2826120918606468,0.2604280581159194,0.2716763005780346
271,0.33854085299172,0.2751132635525699,0.239806280268708,0.2577722230901421
272,0.5764724261834089,0.1973129198562724,0.1162318387751913,0.1259178253397906
273,0.5764724261834089,0.1973129198562724,0.1162318387751913,0.1259178253397906
274,0.4666458365880331,0.1909076706764568,0.1063896266208404,0.1129511013904077
275,0.6109982815185128,0.1934072801124824,0.1085767848773629,0.1151382596469301
276,0.6109982815185128,0.1934072801124824,0.1085767848773629,0.1151382596469301
277,0.8070613966567723,0.2051241993438525,0.1163880643649429,0.1246680206217778
278,0.9151695047648803,0.217466020934229,0.1246680206217778,0.141852835494454
279,0.9151695047648803,0.217466020934229,0.1246680206217778,0.141852835494454
280,0.9139197000468676,0.2088736134978909,0.1174816434932041,0.1276363068270582
281,0.8662708951726292,0.2073113576003749,0.1193563505702234,0.1301359162630839
282,0.8662708951726292,0.2073113576003749,0.1193563505702234,0.1301359162630839
